Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score,Parental_Involvement_Encoded,Access_to_Resources_Encoded,Extracurricular_Activities_Encoded,Motivation_Level_Encoded,Internet_Access_Encoded,Family_Income_Encoded,Teacher_Quality_Encoded,School_Type_Encoded,Peer_Influence_Encoded,Learning_Disabilities_Encoded,Parental_Education_Level_Encoded,Distance_from_Home_Encoded,Gender_Encoded,Study_Attendance_Product,Study_Sleep_Balance,Academic_Support_Index,Home_Support_Index,Wellbeing_Index
24,66,Medium,Medium,No,6,64,Medium,No,0,Medium,High,Public,Neutral,4,No,High School,Near,Male,64,2,2,0,2,0,2,3,0,0,0,1,3,1,1584,4.0,5,5,10
19,89,High,High,Yes,10,94,Medium,Yes,0,High,Medium,Private,Neutral,1,No,College,Near,Female,72,3,3,1,2,1,3,2,1,0,0,2,3,0,1691,1.9,6,8,11
23,77,Low,High,Yes,8,94,Medium,Yes,0,High,Medium,Private,Positive,3,No,Postgraduate,Near,Male,70,1,3,1,2,1,3,2,1,1,0,3,3,1,1771,2.875,6,7,11
16,78,Low,High,No,7,62,Medium,Yes,0,High,High,Public,Negative,1,No,High School,Far,Female,63,1,3,0,2,1,3,3,0,-1,0,1,1,0,1248,2.2857142857142856,7,5,8
20,72,High,Medium,Yes,7,80,Medium,Yes,1,Low,High,Private,Negative,3,No,College,Near,Male,66,3,2,1,2,1,1,3,1,-1,0,2,3,1,1440,2.857142857142857,7,6,10
24,84,High,High,No,9,93,Medium,Yes,3,High,Medium,Public,Neutral,4,No,High School,Far,Male,72,3,3,0,2,1,3,2,0,0,0,1,1,1,2016,2.6666666666666665,9,7,13
39,67,High,High,Yes,5,76,Medium,No,2,Medium,Medium,Private,Negative,4,No,High School,Near,Female,71,3,3,1,2,0,2,2,1,-1,0,1,3,0,2613,7.8,7,6,9
25,85,High,High,No,9,68,Medium,Yes,1,High,Medium,Public,Negative,3,No,Postgraduate,Far,Female,71,3,3,0,2,1,3,2,0,-1,0,3,1,0,2125,2.7777777777777777,7,9,12
15,67,Low,Medium,Yes,6,83,Low,Yes,3,Medium,Low,Public,Positive,3,No,High School,Moderate,Male,62,1,2,1,1,1,2,1,0,1,0,1,2,1,1005,2.5,7,4,9
17,63,Medium,Medium,Yes,8,59,Medium,Yes,1,Low,High,Public,Positive,1,No,Postgraduate,Moderate,Male,62,2,2,1,2,1,1,3,0,1,0,3,2,1,1071,2.125,7,6,9
17,73,Medium,Low,No,6,58,Medium,Yes,4,Medium,Medium,Public,Positive,1,No,College,Near,Male,64,2,1,0,2,1,2,2,0,1,0,2,3,1,1241,2.8333333333333335,8,6,7
9,69,High,High,Yes,10,92,Medium,Yes,2,Low,Medium,Private,Neutral,3,No,Postgraduate,Near,Male,65,3,3,1,2,1,1,2,1,0,0,3,3,1,621,0.9,8,7,13
18,96,High,Low,Yes,7,52,Low,Yes,1,Low,Medium,Private,Neutral,4,No,College,Near,Female,68,3,1,1,1,1,1,2,1,0,0,2,3,0,1728,2.5714285714285716,5,6,11
24,62,High,Medium,Yes,5,90,Low,Yes,0,High,Medium,Private,Positive,3,No,College,Near,Male,67,3,2,1,1,1,3,2,1,1,0,2,3,1,1488,4.8,5,8,8
12,67,Medium,Medium,Yes,8,65,Low,Yes,1,High,Medium,Public,Neutral,3,No,High School,Moderate,Male,61,2,2,1,1,1,3,2,0,0,0,1,2,1,804,1.5,6,6,11
26,82,Low,Low,Yes,9,74,High,Yes,2,Medium,Medium,Public,Negative,5,No,High School,Moderate,Female,68,1,1,1,3,1,2,2,0,-1,0,1,2,0,2132,2.888888888888889,6,4,14
23,79,Medium,High,No,9,77,Medium,Yes,1,Low,High,Public,Neutral,3,No,High School,Near,Male,68,2,3,0,2,1,1,3,0,0,0,1,3,1,1817,2.5555555555555554,8,4,12
16,62,Medium,Medium,No,7,88,Medium,Yes,1,Low,High,Public,Neutral,1,No,High School,Near,Female,62,2,2,0,2,1,1,3,0,0,0,1,3,0,992,2.2857142857142856,7,4,8
19,60,Medium,Low,No,8,94,High,Yes,1,Low,Low,Private,Neutral,3,No,High School,Near,Female,62,2,1,0,3,1,1,1,1,0,0,1,3,0,1140,2.375,4,4,11
30,100,High,High,Yes,6,90,Low,Yes,0,Medium,Low,Public,Positive,2,Yes,High School,Near,Male,74,3,3,1,1,1,2,1,0,1,1,1,3,1,3000,5.0,5,6,8
24,86,Medium,Medium,Yes,8,79,Medium,No,0,Low,Medium,Public,Neutral,4,No,High School,Near,Female,68,2,2,1,2,0,1,2,0,0,0,1,3,0,2064,3.0,4,4,12
20,75,Low,High,No,8,67,Medium,Yes,1,High,Low,Public,Positive,4,No,College,Moderate,Male,66,1,3,0,2,1,3,1,0,1,0,2,2,1,1500,2.5,6,6,12
19,79,Medium,Medium,No,4,76,High,Yes,1,Medium,Medium,Private,Neutral,3,No,High School,Near,Male,67,2,2,0,3,1,2,2,1,0,0,1,3,1,1501,4.75,6,5,7
20,71,High,Medium,No,5,52,High,Yes,1,Medium,High,Public,Neutral,3,No,High School,Moderate,Male,65,3,2,0,3,1,2,3,0,0,0,1,2,1,1420,4.0,7,6,8
17,74,Medium,Medium,Yes,7,62,Medium,Yes,2,High,Medium,Public,Positive,4,No,High School,Near,Male,66,2,2,1,2,1,3,2,0,1,0,1,3,1,1258,2.4285714285714284,7,6,11
7,86,High,Medium,No,7,68,Medium,Yes,5,Low,Medium,Public,Positive,4,No,Postgraduate,Moderate,Male,67,3,2,0,2,1,1,2,0,1,0,3,2,1,602,1.0,10,7,11
32,95,Medium,Medium,Yes,7,66,High,Yes,5,High,Medium,Private,Negative,3,No,College,Near,Male,76,2,2,1,3,1,3,2,1,-1,0,2,3,1,3040,4.571428571428571,10,7,10
21,67,Low,High,Yes,7,55,High,Yes,2,High,High,Private,Positive,3,No,High School,Moderate,Female,66,1,3,1,3,1,3,3,1,1,0,1,2,0,1407,3.0,9,5,10
22,94,Low,Low,No,9,53,High,Yes,1,Medium,High,Public,Neutral,3,No,College,Near,Female,68,1,1,0,3,1,2,3,0,0,0,2,3,0,2068,2.4444444444444446,6,5,12
20,65,High,Medium,Yes,8,71,Low,Yes,2,Low,Medium,Private,Neutral,3,Yes,College,Near,Female,63,3,2,1,1,1,1,2,1,0,1,2,3,0,1300,2.5,7,6,11
16,69,Medium,High,Yes,4,54,Medium,Yes,4,Low,Low,Public,Positive,4,No,College,Near,Female,65,2,3,1,2,1,1,1,0,1,0,2,3,0,1104,4.0,9,5,8
19,61,High,Medium,No,10,64,Medium,Yes,3,Low,Medium,Public,Positive,3,No,High School,Moderate,Male,63,3,2,0,2,1,1,2,0,1,0,1,2,1,1159,1.9,8,5,13
10,66,Medium,Medium,No,4,74,Low,Yes,2,Low,Medium,Public,Negative,2,No,High School,Moderate,Male,59,2,2,0,1,1,1,2,0,-1,0,1,2,1,660,2.5,7,4,6
34,97,Medium,Medium,No,8,60,Medium,Yes,2,Medium,Medium,Private,Neutral,4,No,High School,Near,Male,74,2,2,0,2,1,2,2,1,0,0,1,3,1,3298,4.25,7,5,12
13,78,Medium,Low,Yes,5,54,Low,Yes,2,Low,High,Public,Positive,3,Yes,College,Near,Male,62,2,1,1,1,1,1,3,0,1,1,2,3,1,1014,2.6,7,5,8
14,63,Low,Low,Yes,9,72,Medium,Yes,3,Low,Low,Public,Positive,4,Yes,High School,Near,Female,59,1,1,1,2,1,1,1,0,1,1,1,3,0,882,1.5555555555555556,6,3,13
17,98,Medium,High,Yes,7,72,High,Yes,0,Low,Medium,Public,Positive,3,No,High School,Near,Male,71,2,3,1,3,1,1,2,0,1,0,1,3,1,1666,2.4285714285714284,6,4,10
28,95,Medium,Medium,No,8,96,Medium,Yes,1,Medium,Medium,Public,Neutral,3,No,Postgraduate,Moderate,Male,73,2,2,0,2,1,2,2,0,0,0,3,2,1,2660,3.5,6,7,11
20,90,High,Medium,Yes,4,56,Medium,Yes,0,Low,High,Private,Positive,1,No,High School,Moderate,Male,68,3,2,1,2,1,1,3,1,1,0,1,2,1,1800,5.0,6,5,5
13,97,Medium,Medium,Yes,8,81,Medium,Yes,3,Low,Medium,Public,Neutral,1,No,High School,Far,Male,68,2,2,1,2,1,1,2,0,0,0,1,1,1,1261,1.625,8,4,9
28,69,Medium,Medium,Yes,8,66,Medium,Yes,0,Low,Medium,Public,Positive,6,No,College,Far,Male,66,2,2,1,2,1,1,2,0,1,0,2,1,1,1932,3.5,5,5,14
24,93,Low,High,Yes,8,56,Medium,Yes,1,Low,Medium,Public,Neutral,3,No,College,Moderate,Male,69,1,3,1,2,1,1,2,0,0,0,2,2,1,2232,3.0,7,4,11
23,88,Medium,Medium,No,8,70,Medium,Yes,2,Medium,High,Public,Neutral,4,No,High School,Near,Female,70,2,2,0,2,1,2,3,0,0,0,1,3,0,2024,2.875,8,5,12
24,95,Medium,High,Yes,7,71,High,Yes,1,Medium,High,Public,Positive,3,No,High School,Near,Male,74,2,3,1,3,1,2,3,0,1,0,1,3,1,2280,3.4285714285714284,8,5,10
34,92,High,Medium,No,7,68,Low,Yes,0,Medium,High,Public,Positive,5,No,College,Near,Female,75,3,2,0,1,1,2,3,0,1,0,2,3,0,3128,4.857142857142857,6,7,12
33,74,Medium,Medium,Yes,6,88,Medium,Yes,2,Medium,Medium,Private,Neutral,3,No,College,Near,Male,71,2,2,1,2,1,2,2,1,0,0,2,3,1,2442,5.5,7,6,9
16,91,High,High,Yes,6,92,Low,Yes,2,Low,High,Private,Positive,3,No,High School,Moderate,Male,71,3,3,1,1,1,1,3,1,1,0,1,2,1,1456,2.6666666666666665,9,5,9
30,70,Medium,Medium,No,9,57,Medium,Yes,1,Low,Medium,Public,Negative,4,No,College,Far,Female,65,2,2,0,2,1,1,2,0,-1,0,2,1,0,2100,3.3333333333333335,6,5,13
22,73,Low,Medium,No,6,58,High,Yes,1,Medium,Medium,Private,Positive,3,No,Postgraduate,Moderate,Male,65,1,2,0,3,1,2,2,1,1,0,3,2,1,1606,3.6666666666666665,6,6,9
23,64,Medium,High,No,4,71,Low,Yes,2,Medium,Medium,Public,Negative,1,No,Postgraduate,Near,Male,65,2,3,0,1,1,2,2,0,-1,0,3,3,1,1472,5.75,8,7,5
10,97,Medium,Medium,No,6,66,Medium,Yes,2,Low,Medium,Public,Neutral,2,No,Postgraduate,Near,Female,67,2,2,0,2,1,1,2,0,0,0,3,3,0,970,1.6666666666666667,7,6,8
19,72,Medium,Medium,Yes,8,91,High,Yes,1,Low,Medium,Private,Positive,4,No,High School,Moderate,Male,67,2,2,1,3,1,1,2,1,1,0,1,2,1,1368,2.375,6,4,12
15,81,Medium,Medium,Yes,7,100,Medium,Yes,1,Low,Medium,Public,Neutral,3,No,Postgraduate,Moderate,Male,67,2,2,1,2,1,1,2,0,0,0,3,2,1,1215,2.142857142857143,6,6,10
25,76,High,High,Yes,8,59,Medium,Yes,4,Medium,Medium,Private,Neutral,4,No,College,Near,Female,71,3,3,1,2,1,2,2,1,0,0,2,3,0,1900,3.125,10,7,12
26,98,High,Low,No,4,88,Low,Yes,1,Medium,High,Public,Neutral,1,No,College,Moderate,Female,72,3,1,0,1,1,2,3,0,0,0,2,2,0,2548,6.5,6,7,5
8,73,Medium,High,Yes,4,80,Low,Yes,0,Low,High,Public,Neutral,4,No,College,Moderate,Male,62,2,3,1,1,1,1,3,0,0,0,2,2,1,584,2.0,7,5,8
20,91,High,Low,Yes,7,82,Medium,Yes,0,Medium,Medium,Public,Neutral,4,No,College,Near,Male,70,3,1,1,2,1,2,2,0,0,0,2,3,1,1820,2.857142857142857,4,7,11
27,94,Medium,High,No,9,63,High,Yes,0,Low,Medium,Public,Neutral,4,No,College,Near,Female,72,2,3,0,3,1,1,2,0,0,0,2,3,0,2538,3.0,6,5,13
19,77,Low,Medium,Yes,4,55,Medium,Yes,0,Medium,Low,Public,Positive,4,No,College,Moderate,Male,64,1,2,1,2,1,2,1,0,1,0,2,2,1,1463,4.75,4,5,8
24,75,High,Low,Yes,8,77,High,Yes,1,Low,Medium,Private,Negative,1,No,College,Moderate,Male,66,3,1,1,3,1,1,2,1,-1,0,2,2,1,1800,3.0,5,6,9
22,90,Low,Medium,Yes,9,81,Medium,Yes,0,Medium,Medium,Public,Neutral,4,No,High School,Near,Male,69,1,2,1,2,1,2,2,0,0,0,1,3,1,1980,2.4444444444444446,5,4,13
22,97,High,Medium,No,7,98,High,Yes,0,Medium,Medium,Public,Negative,0,No,College,Moderate,Female,71,3,2,0,3,1,2,2,0,-1,0,2,2,0,2134,3.142857142857143,5,7,7
18,90,Medium,Low,No,8,84,High,Yes,2,Low,High,Private,Positive,3,No,High School,Moderate,Male,68,2,1,0,3,1,1,3,1,1,0,1,2,1,1620,2.25,7,4,11
13,69,Medium,Medium,Yes,7,72,Low,Yes,2,High,Medium,Public,Positive,2,No,High School,Moderate,Female,63,2,2,1,1,1,3,2,0,1,0,1,2,0,897,1.8571428571428572,7,6,9
13,96,Medium,High,Yes,7,100,Medium,No,4,Medium,High,Public,Negative,3,No,High School,Near,Male,71,2,3,1,2,0,2,3,0,-1,0,1,3,1,1248,1.8571428571428572,10,5,10
24,76,High,Low,Yes,8,69,Low,Yes,3,Low,Medium,Private,Negative,1,No,High School,Near,Male,65,3,1,1,1,1,1,2,1,-1,0,1,3,1,1824,3.0,7,5,9
20,83,Low,High,Yes,10,58,Medium,Yes,0,Low,High,Public,Neutral,1,No,High School,Near,Female,66,1,3,1,2,1,1,3,0,0,0,1,3,0,1660,2.0,7,3,11
19,93,Low,Low,Yes,6,81,Medium,Yes,2,High,Medium,Private,Positive,3,Yes,College,Moderate,Female,68,1,1,1,2,1,3,2,1,1,1,2,2,0,1767,3.1666666666666665,6,6,9
17,68,Medium,Medium,Yes,7,63,Medium,No,0,Low,Medium,Public,Neutral,3,No,High School,Moderate,Male,61,2,2,1,2,0,1,2,0,0,0,1,2,1,1156,2.4285714285714284,4,4,10
18,91,Low,High,No,6,96,Medium,Yes,2,Low,Medium,Private,Positive,3,No,Postgraduate,Near,Male,71,1,3,0,2,1,1,2,1,1,0,3,3,1,1638,3.0,8,5,9
26,84,Medium,High,Yes,7,71,Medium,Yes,0,Medium,Medium,Public,Neutral,2,No,High School,Near,Female,70,2,3,1,2,1,2,2,0,0,0,1,3,0,2184,3.7142857142857144,6,5,9
18,96,High,Low,No,7,57,Low,Yes,1,Low,Medium,Public,Negative,3,No,High School,Moderate,Female,66,3,1,0,1,1,1,2,0,-1,0,1,2,0,1728,2.5714285714285716,5,5,10
12,67,High,Medium,Yes,9,57,Low,Yes,0,Low,Medium,Private,Positive,2,No,College,Moderate,Male,61,3,2,1,1,1,1,2,1,1,0,2,2,1,804,1.3333333333333333,5,6,11
24,77,High,Low,Yes,9,82,Low,Yes,1,Medium,Medium,Private,Neutral,2,No,High School,Near,Male,67,3,1,1,1,1,2,2,1,0,0,1,3,1,1848,2.6666666666666665,5,6,11
19,93,High,Medium,Yes,8,68,Medium,Yes,1,High,High,Public,Positive,3,No,Postgraduate,Near,Female,72,3,2,1,2,1,3,3,0,1,0,3,3,0,1767,2.375,7,9,11
20,61,High,High,No,9,68,Medium,Yes,1,High,Low,Private,Positive,3,No,High School,Near,Female,65,3,3,0,2,1,3,1,1,1,0,1,3,0,1220,2.2222222222222223,6,7,12
30,64,High,Medium,No,6,81,Low,Yes,3,Medium,Medium,Public,Negative,2,No,College,Near,Female,68,3,2,0,1,1,2,2,0,-1,0,2,3,0,1920,5.0,8,7,8
20,100,Low,Medium,Yes,6,61,High,No,3,Medium,Medium,Public,Positive,4,No,College,Far,Male,70,1,2,1,3,0,2,2,0,1,0,2,1,1,2000,3.3333333333333335,7,5,10
22,71,Medium,Low,Yes,8,57,Medium,Yes,1,Low,High,Public,Negative,4,No,High School,Moderate,Male,63,2,1,1,2,1,1,3,0,-1,0,1,2,1,1562,2.75,6,4,12
13,99,High,Low,No,7,83,Medium,Yes,1,Medium,Medium,Public,Neutral,4,No,Postgraduate,Far,Female,69,3,1,0,2,1,2,2,0,0,0,3,1,0,1287,1.8571428571428572,5,8,11
19,67,Medium,Low,No,10,50,Medium,Yes,0,High,Medium,Public,Positive,3,No,High School,Near,Male,62,2,1,0,2,1,3,2,0,1,0,1,3,1,1273,1.9,4,6,13
24,74,High,High,No,4,95,High,Yes,1,High,Medium,Public,Neutral,4,No,Postgraduate,Moderate,Female,71,3,3,0,3,1,3,2,0,0,0,3,2,0,1776,6.0,7,9,8
11,90,Low,Low,Yes,8,59,Low,Yes,1,Low,High,Public,Positive,4,No,High School,Near,Male,64,1,1,1,1,1,1,3,0,1,0,1,3,1,990,1.375,6,3,12
21,86,High,Medium,No,8,72,Medium,Yes,0,High,High,Public,Positive,3,No,High School,Moderate,Male,69,3,2,0,2,1,3,3,0,1,0,1,2,1,1806,2.625,6,7,11
21,83,Medium,High,Yes,6,61,High,Yes,2,Low,High,Public,Positive,3,No,Postgraduate,Near,Male,71,2,3,1,3,1,1,3,0,1,0,3,3,1,1743,3.5,9,6,9
20,81,Low,Medium,Yes,6,61,Low,No,0,Low,Medium,Public,Positive,4,Yes,High School,Near,Female,63,1,2,1,1,0,1,2,0,1,1,1,3,0,1620,3.3333333333333335,4,3,10
26,94,Low,High,Yes,6,92,Low,Yes,1,Low,High,Public,Neutral,3,No,High School,Near,Female,72,1,3,1,1,1,1,3,0,0,0,1,3,0,2444,4.333333333333333,8,3,9
22,69,Medium,Medium,Yes,5,79,Medium,Yes,1,Low,Low,Public,Positive,3,No,College,Near,Male,66,2,2,1,2,1,1,1,0,1,0,2,3,1,1518,4.4,5,5,8
29,78,High,Medium,Yes,9,66,Medium,Yes,2,Low,Medium,Public,Neutral,4,No,High School,Moderate,Male,69,3,2,1,2,1,1,2,0,0,0,1,2,1,2262,3.2222222222222223,7,5,13
14,66,Medium,Medium,Yes,10,63,Low,Yes,0,Low,Medium,Public,Positive,3,No,High School,Moderate,Male,60,2,2,1,1,1,1,2,0,1,0,1,2,1,924,1.4,5,4,13
21,84,High,High,Yes,6,61,Low,Yes,1,Medium,High,Private,Negative,4,No,High School,Moderate,Female,68,3,3,1,1,1,2,3,1,-1,0,1,2,0,1764,3.5,8,6,10
21,70,Medium,High,No,6,78,Medium,Yes,3,Medium,Low,Public,Neutral,2,No,College,Far,Male,65,2,3,0,2,1,2,1,0,0,0,2,1,1,1470,3.5,8,6,8
14,73,High,Medium,No,5,87,High,Yes,2,Medium,Medium,Public,Positive,4,No,College,Near,Female,67,3,2,0,3,1,2,2,0,1,0,2,3,0,1022,2.8,7,7,9
26,79,Medium,Low,Yes,5,63,Medium,Yes,0,Low,Medium,Public,Positive,2,No,High School,Near,Male,66,2,1,1,2,1,1,2,0,1,0,1,3,1,2054,5.2,4,4,7
34,61,Medium,Medium,Yes,6,67,High,Yes,1,High,Medium,Private,Neutral,2,No,Postgraduate,Moderate,Male,68,2,2,1,3,1,3,2,1,0,0,3,2,1,2074,5.666666666666667,6,8,8
20,64,Low,Medium,Yes,9,86,Medium,Yes,0,Low,High,Private,Negative,4,No,High School,Near,Female,63,1,2,1,2,1,1,3,1,-1,0,1,3,0,1280,2.2222222222222223,6,3,13
23,87,High,High,Yes,10,87,Medium,Yes,1,Medium,Medium,Private,Positive,3,No,College,Near,Male,73,3,3,1,2,1,2,2,1,1,0,2,3,1,2001,2.3,7,7,13
21,77,Medium,Medium,Yes,6,60,Medium,Yes,1,Medium,Medium,Private,Neutral,3,No,College,Moderate,Male,66,2,2,1,2,1,2,2,1,0,0,2,2,1,1617,3.5,6,6,9
16,95,Low,Medium,Yes,6,69,Low,Yes,2,Low,High,Public,Neutral,3,Yes,College,Near,Male,67,1,2,1,1,1,1,3,0,0,1,2,3,1,1520,2.6666666666666665,8,4,9
9,88,Low,Medium,Yes,5,93,Low,Yes,2,Medium,Medium,Public,Neutral,4,No,Postgraduate,Near,Male,66,1,2,1,1,1,2,2,0,0,0,3,3,1,792,1.8,7,6,9
16,60,Medium,Low,No,8,87,Low,Yes,0,Low,Low,Public,Positive,5,No,High School,Near,Male,60,2,1,0,1,1,1,1,0,1,0,1,3,1,960,2.0,3,4,13
12,85,High,High,No,8,58,Low,Yes,1,Low,High,Public,Positive,3,No,Postgraduate,Near,Male,67,3,3,0,1,1,1,3,0,1,0,3,3,1,1020,1.5,8,7,11
30,64,Medium,Medium,No,7,69,Medium,Yes,3,High,Low,Public,Negative,4,No,High School,Near,Female,67,2,2,0,2,1,3,1,0,-1,0,1,3,0,1920,4.285714285714286,7,6,11
19,91,Medium,Medium,Yes,6,99,High,Yes,0,Medium,Medium,Public,Neutral,2,No,High School,Near,Female,70,2,2,1,3,1,2,2,0,0,0,1,3,0,1729,3.1666666666666665,5,5,8
18,100,High,Low,No,9,76,Low,Yes,1,Low,Medium,Public,Positive,2,No,High School,Near,Female,69,3,1,0,1,1,1,2,0,1,0,1,3,0,1800,2.0,5,5,11
25,81,Medium,Low,Yes,8,86,Medium,Yes,1,Low,Medium,Public,Negative,3,No,Postgraduate,Near,Male,68,2,1,1,2,1,1,2,0,-1,0,3,3,1,2025,3.125,5,6,11
13,87,High,Low,Yes,8,55,High,Yes,1,High,High,Private,Positive,3,No,High School,Near,Female,67,3,1,1,3,1,3,3,1,1,0,1,3,0,1131,1.625,6,7,11
15,69,Medium,High,No,8,92,Low,Yes,0,Low,Medium,Public,Neutral,1,No,College,Moderate,Male,63,2,3,0,1,1,1,2,0,0,0,2,2,1,1035,1.875,6,5,9
20,78,High,Medium,No,7,80,High,Yes,2,High,Medium,Public,Positive,3,No,College,Near,Male,70,3,2,0,3,1,3,2,0,1,0,2,3,1,1560,2.857142857142857,7,8,10
26,94,Low,Medium,No,6,59,High,Yes,4,Low,Medium,Public,Neutral,3,No,High School,Near,Female,71,1,2,0,3,1,1,2,0,0,0,1,3,0,2444,4.333333333333333,9,3,9
23,67,High,High,Yes,8,69,Low,Yes,1,High,Medium,Public,Neutral,2,No,High School,Near,Female,67,3,3,1,1,1,3,2,0,0,0,1,3,0,1541,2.875,7,7,10
21,71,Medium,Medium,No,8,54,High,Yes,1,Medium,Medium,Private,Neutral,3,No,High School,Near,Male,64,2,2,0,3,1,2,2,1,0,0,1,3,1,1491,2.625,6,5,11
20,78,Low,Medium,No,8,89,High,No,0,Medium,Medium,Private,Neutral,4,No,College,Near,Female,66,1,2,0,3,0,2,2,1,0,0,2,3,0,1560,2.5,4,5,12
22,88,Medium,Medium,Yes,5,87,Low,Yes,1,Low,High,Public,Neutral,3,No,Postgraduate,Near,Male,70,2,2,1,1,1,1,3,0,0,0,3,3,1,1936,4.4,7,6,8
21,75,Medium,Low,Yes,8,75,High,Yes,1,Medium,Medium,Private,Negative,2,No,High School,Moderate,Male,65,2,1,1,3,1,2,2,1,-1,0,1,2,1,1575,2.625,5,5,10
14,97,Low,Medium,Yes,7,73,Medium,Yes,2,Medium,Low,Public,Positive,3,No,College,Moderate,Male,68,1,2,1,2,1,2,1,0,1,0,2,2,1,1358,2.0,6,5,10
20,64,Medium,Low,Yes,6,73,High,Yes,3,Medium,High,Public,Negative,5,No,Postgraduate,Far,Female,65,2,1,1,3,1,2,3,0,-1,0,3,1,0,1280,3.3333333333333335,8,7,11
14,75,High,Medium,No,8,52,Medium,Yes,3,Medium,Medium,Public,Neutral,1,No,Postgraduate,Near,Male,65,3,2,0,2,1,2,2,0,0,0,3,3,1,1050,1.75,8,8,9
20,88,Medium,Medium,Yes,7,68,Medium,Yes,0,Low,High,Public,Positive,4,No,College,Near,Female,69,2,2,1,2,1,1,3,0,1,0,2,3,0,1760,2.857142857142857,6,5,11
17,69,Medium,Medium,No,10,56,Medium,Yes,1,Medium,Medium,Public,Neutral,4,No,High School,Near,Female,63,2,2,0,2,1,2,2,0,0,0,1,3,0,1173,1.7,6,5,14
35,86,Low,Medium,No,8,59,Medium,Yes,2,Low,Low,Public,Positive,2,No,College,Moderate,Female,70,1,2,0,2,1,1,1,0,1,0,2,2,0,3010,4.375,6,4,10
20,67,Low,Low,Yes,7,98,Medium,Yes,1,Medium,Medium,Public,Neutral,4,No,College,Near,Male,64,1,1,1,2,1,2,2,0,0,0,2,3,1,1340,2.857142857142857,5,5,11
12,62,Medium,High,Yes,7,63,High,Yes,1,High,Medium,Public,Neutral,4,No,High School,Near,Female,62,2,3,1,3,1,3,2,0,0,0,1,3,0,744,1.7142857142857142,7,6,11
19,65,High,High,Yes,5,74,Medium,Yes,1,Low,Medium,Private,Positive,3,No,High School,Near,Female,66,3,3,1,2,1,1,2,1,1,0,1,3,0,1235,3.8,7,5,8
23,97,High,Low,Yes,9,94,High,Yes,2,Low,Medium,Public,Positive,3,No,High School,Moderate,Male,73,3,1,1,3,1,1,2,0,1,0,1,2,1,2231,2.5555555555555554,6,5,12
30,82,Medium,High,Yes,7,71,Medium,Yes,3,Low,High,Public,Neutral,3,No,Postgraduate,Far,Female,72,2,3,1,2,1,1,3,0,0,0,3,1,0,2460,4.285714285714286,10,6,10
16,92,Medium,Medium,Yes,7,76,High,No,0,High,Medium,Private,Neutral,2,No,Postgraduate,Far,Male,68,2,2,1,3,0,3,2,1,0,0,3,1,1,1472,2.2857142857142856,4,8,9
11,73,Medium,High,No,5,58,Medium,No,0,Medium,Medium,Private,Positive,4,No,College,Near,Male,62,2,3,0,2,0,2,2,1,1,0,2,3,1,803,2.2,5,6,9
25,84,Medium,Low,No,8,64,Medium,Yes,2,Low,Medium,Private,Neutral,4,No,High School,Near,Male,67,2,1,0,2,1,1,2,1,0,0,1,3,1,2100,3.125,6,4,12
12,80,Medium,Low,No,6,75,Medium,Yes,1,Low,High,Public,Negative,4,No,High School,Moderate,Male,62,2,1,0,2,1,1,3,0,-1,0,1,2,1,960,2.0,6,4,10
17,98,High,High,No,6,68,Medium,Yes,2,Medium,Medium,Public,Positive,3,No,High School,Near,Male,72,3,3,0,2,1,2,2,0,1,0,1,3,1,1666,2.8333333333333335,8,6,9
18,90,Low,High,No,7,52,High,Yes,2,Medium,High,Public,Negative,2,No,High School,Near,Male,67,1,3,0,3,1,2,3,0,-1,0,1,3,1,1620,2.5714285714285716,9,4,9
20,89,High,Medium,Yes,6,70,Low,Yes,1,Low,Medium,Private,Positive,3,No,High School,Moderate,Female,68,3,2,1,1,1,1,2,1,1,0,1,2,0,1780,3.3333333333333335,6,5,9
24,62,Low,High,Yes,6,91,Medium,Yes,2,Medium,Medium,Public,Neutral,3,No,High School,Moderate,Female,65,1,3,1,2,1,2,2,0,0,0,1,2,0,1488,4.0,8,4,9
16,82,Medium,Medium,No,7,56,Low,Yes,0,High,High,Private,Negative,1,Yes,High School,Far,Female,79,2,2,0,1,1,3,3,1,-1,1,1,1,0,1312,2.2857142857142856,6,6,8
18,79,High,Low,No,9,51,High,Yes,2,Medium,Medium,Private,Positive,3,No,High School,Near,Male,66,3,1,0,3,1,2,2,1,1,0,1,3,1,1422,2.0,6,6,12
20,97,Medium,Medium,Yes,8,56,Low,Yes,1,Low,Medium,Private,Neutral,2,No,High School,Near,Female,68,2,2,1,1,1,1,2,1,0,0,1,3,0,1940,2.5,6,4,10
21,70,Low,Low,Yes,8,84,Medium,Yes,1,High,High,Public,Positive,3,Yes,Postgraduate,Near,Male,65,1,1,1,2,1,3,3,0,1,1,3,3,1,1470,2.625,6,7,11
21,71,Medium,High,Yes,8,90,Medium,Yes,3,Low,Medium,Public,Neutral,4,No,High School,Moderate,Female,67,2,3,1,2,1,1,2,0,0,0,1,2,0,1491,2.625,9,4,12
